frame,time,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence,left_shoulder_interpolated,right_shoulder_interpolated,left_elbow_interpolated,right_elbow_interpolated,left_wrist_interpolated,right_wrist_interpolated,left_hip_interpolated,right_hip_interpolated,left_knee_interpolated,right_knee_interpolated,left_ankle_interpolated,right_ankle_interpolated
303,6.06,0.552367,0.537046,0.90726274,0.5096659,0.5386686,0.9049114,0.56110346,0.63866043,0.80817693,0.51216084,0.62319773,0.6941443,0.51047856,0.685487,0.7495997,0.4964263,0.66539985,0.69583136,0.564398,0.67543936,0.816565,0.5288683,0.67366755,0.7491879,0.50209385,0.72379804,0.6721585,0.4800606,0.71334195,0.8885319,0.52014714,0.85630965,0.75690264,0.49951115,0.8403315,0.89897656,False,False,False,False,False,False,False,False,False,False,False,False
304,6.08,0.550567,0.53787494,0.825944,0.5085206,0.5386828,0.8506388,0.56091255,0.63968134,0.74325734,0.51269877,0.6219686,0.72434974,0.51033807,0.68708056,0.7364969,0.4952828,0.6671521,0.655609,0.5655982,0.67499256,0.88310283,0.5310494,0.6737473,0.68901664,0.50272834,0.7244901,0.65867865,0.48039758,0.7133267,0.8795228,0.5209052,0.8550937,0.7754644,0.49974054,0.8406811,0.89644676,False,False,False,False,False,False,False,False,False,False,False,False
305,6.1,0.54851747,0.537928,0.84475964,0.5064646,0.5418342,0.89856386,0.5607,0.6394734,0.71322215,0.511862,0.6236442,0.6129802,0.5115616,0.68568385,0.7952192,0.49510777,0.6671786,0.7599822,0.564943,0.67328125,0.9110067,0.52996063,0.673289,0.69812995,0.50268247,0.72307285,0.57599205,0.47968128,0.71407694,0.82898253,0.5219876,0.8545217,0.92742825,0.4995289,0.8408246,0.8954817,False,False,False,False,False,False,False,False,True,False,False,False
306,6.12,0.5461842,0.5392871,0.68339884,0.50555444,0.5436988,0.80650103,0.5609702,0.6392274,0.7406608,0.5114798116666667,0.6239567,0.56398934,0.51128227,0.68604815,0.70147955,0.49604195,0.66556364,0.70423436,0.5635173,0.6764386,0.6442584,0.52888453,0.6739087,0.6993908,0.5026366,0.7216556,0.7203444,0.47912014,0.71304333,0.7873905,0.52256805,0.8562845,0.91079867,0.49967468,0.8416792,0.9061359,False,False,False,True,False,False,False,False,False,False,False,False
307,6.14,0.5438831,0.5392332,0.8395226,0.5016601,0.54475915,0.90934604,0.5599491,0.64055365,0.73293567,0.5110976233333333,0.6242692,0.5944777,0.5099879,0.68823975,0.6967449,0.49522114,0.6676961,0.7347893,0.5646446,0.67485464,0.8810834,0.52918875,0.67479324,0.66692865,0.5015679,0.7242863,0.6508799,0.47974712,0.7128783,0.8338957,0.52066886,0.8565862,0.7867957,0.49986,0.8410359,0.92094094,False,False,False,True,False,False,False,False,False,False,False,False
308,6.16,0.5419575,0.53899884,0.8022767,0.4995938,0.5442758,0.7090751,0.5603003,0.6407908,0.7407269,0.510715435,0.6245817,0.5655796,0.51054436,0.68741,0.6964921,0.4954267,0.6667372,0.6673603,0.56439656,0.6744236,0.9040524,0.5282664,0.6762564,0.72955906,0.5008562,0.7229143,0.64706343,0.47894722,0.7140852,0.78261614,0.520193,0.85696614,0.7236402,0.49921343,0.84138256,0.83510953,False,False,False,True,False,False,False,False,False,False,False,False
309,6.18,0.5389569,0.5428919,0.8287109,0.49759653,0.546012,0.82884973,0.5595617,0.6413109,0.6715125,0.5103332466666667,0.6248942000000001,0.52380645,0.5097539,0.6889488,0.6431914,0.49567375,0.6683551,0.6603825,0.56395558,0.67469565,0.5975932,0.52844125,0.6755896699999999,0.54158896,0.50065804,0.72470933,0.61556613,0.47919357,0.7147089,0.81129,0.52090853,0.8552227,0.7782319,0.50085795,0.8403126,0.8779801,False,False,False,True,False,False,True,True,False,False,False,False
310,6.2,0.5366993,0.5432269,0.80671716,0.49414417,0.54607034,0.77135444,0.5577065,0.642034,0.8883675,0.5099510583333333,0.6252067,0.5779124,0.5100009,0.68987495,0.6705316,0.4957794,0.66565096,0.60979456,0.5635146,0.6749677,0.6582466,0.5286161,0.67492294,0.61681795,0.50111187,0.7263553,0.6797053,0.47989374,0.7183963,0.820773,0.52221024,0.8557848,0.8630021,0.5007475,0.83856833,0.7583726,False,False,False,True,False,False,False,False,False,False,False,False
311,6.22,0.53572637,0.54423636,0.74095094,0.49193648,0.5497969,0.89302486,0.5567932,0.64307004,0.8535963,0.50956887,0.6255192,0.6079556,0.5112142,0.6890965,0.7919008,0.49465215,0.66967183,0.7085439,0.5633264,0.6736899,0.90043,0.52823997,0.67617285,0.7521033,0.50064856,0.72221744,0.78862596,0.4784409,0.7118553,0.87310934,0.5218653,0.857769,0.70301145,0.5008428,0.8410188,0.712326,False,False,False,False,False,False,False,False,False,False,False,False
312,6.24,0.5321513,0.5459546,0.8482167,0.48969847,0.55078197,0.9352393,0.5555034,0.64490366,0.8790449,0.5087548,0.6226891,0.6274325,0.51018846,0.6921752,0.7589456,0.49372128,0.66882557,0.7002471,0.5607464,0.67554015,0.61293083,0.52820796,0.67582023,0.74634147,0.50067157,0.72381806,0.8187146,0.4779403,0.71346223,0.8654106,0.52158624,0.85764,0.83423513,0.5008281,0.84275615,0.8358143,False,False,False,False,False,False,False,False,False,False,False,False
313,6.26,0.5297925,0.54943305,0.89496183,0.48745286,0.55243844,0.89446807,0.5530651,0.64565676,0.82432127,0.507693,0.62476456,0.63724446,0.50991076,0.69293433,0.78845423,0.49340665,0.67101884,0.72533894,0.5624096,0.67531455,0.7085812,0.5285309,0.67612267,0.6996702,0.501260685,0.72438433,0.5366193,0.4768903,0.71286535,0.86130756,0.5215936,0.85744345,0.87952024,0.50004226,0.8425508,0.8493649,False,False,False,False,False,False,False,False,True,False,False,False
314,6.28,0.5274972,0.54902864,0.80542153,0.48490074,0.5518109,0.8737237,0.55204165,0.64865917,0.7007001,0.50731283,0.6246444,0.70529467,0.5094954,0.6926951,0.72773916,0.49188966,0.6701548,0.77635515,0.56340796,0.67074007,0.83276385,0.52929634,0.67388326,0.6847928,0.5018498,0.7249506,0.7305763,0.47724694,0.7166084,0.7778829,0.52107507,0.8563142,0.708161,0.5015596,0.8414264,0.712898,False,False,False,False,False,False,False,False,False,False,False,False
315,6.3,0.5249059,0.5486629,0.8315715,0.48119628,0.5512548,0.92001706,0.5503455,0.64828986,0.8277337,0.5056031,0.6227816,0.6894652,0.5087985,0.6925104,0.8235957,0.4919704,0.66905147,0.8191179,0.56062293,0.66844404,0.79000926,0.52881387,0.67171588,0.5489946,0.50105955,0.72627865,0.55083185,0.47794518,0.71339947,0.8282194,0.5226533,0.8608671,0.8937486,0.50054514,0.8416584,0.8022611,False,False,False,False,False,False,False,True,True,False,False,False
316,6.32,0.5225322,0.5483216,0.8067236,0.47919407,0.5507968,0.90121543,0.54916507,0.6463251,0.9048831,0.5047365,0.61781585,0.6365559,0.50675493,0.69470626,0.84787273,0.49154446,0.67042124,0.74954885,0.56097996,0.6696525,0.7458048,0.5283314,0.6695485,0.6045736,0.5002693,0.7276067,0.6957644,0.4771106,0.71453595,0.87494457,0.52137464,0.85943097,0.8282659,0.5007316,0.8417652,0.687307,False,False,False,False,False,False,False,False,False,False,False,False
317,6.34,0.52042574,0.5473602,0.8733175,0.47740713,0.5506438,0.7861563,0.54684937,0.6469264,0.911191,0.5023274,0.615289,0.6650992,0.50582993,0.69363075,0.8696367,0.49177724,0.6697452,0.76235753,0.55883205,0.6639611,0.6745912,0.52907613,0.66743055,0.59602976,0.49882697,0.7272264,0.52106327,0.47560456,0.71546847,0.8620567,0.521521,0.8598035,0.80192286,0.4994311,0.8419396,0.6953117,False,False,False,False,False,False,False,True,True,False,False,False
318,6.36,0.51791674,0.54713607,0.86875737,0.47647,0.54822344,0.8240168,0.5447397,0.64600664,0.84106463,0.5006428,0.61679196,0.64985776,0.50304484,0.6961412,0.78463477,0.49053937,0.6747781,0.7837567,0.557762275,0.65976488,0.5520391,0.52982086,0.6653126,0.7184684,0.49738464,0.7268461,0.68302494,0.47677168,0.71700495,0.83630246,0.52152044,0.85984665,0.84789914,0.49891683,0.8420587,0.87194765,False,False,False,False,False,False,True,False,False,False,False,False
319,6.38,0.5156458,0.5420744,0.85345125,0.4743601,0.5478435,0.8476353,0.54261386,0.64253193,0.9321721,0.498456235,0.6188544,0.52463627,0.50360394,0.6920799,0.7927992,0.4902734,0.67276484,0.7381722,0.5566925,0.65556866,0.7091624,0.5285982499999999,0.6629319499999999,0.550922,0.49573427,0.72773844,0.7259134,0.47695866,0.71962196,0.9180178,0.5205361,0.85989934,0.72066385,0.4985226,0.8411023,0.6231384,False,False,False,True,False,False,False,True,False,False,False,False
320,6.4,0.5143346,0.5425373,0.8510241,0.47500727,0.5495009,0.8280656,0.53869617,0.64326227,0.7988937,0.49626967,0.62091684,0.7673761,0.50183195,0.69422966,0.7860811,0.48800117,0.6753636,0.62607694,0.55739015,0.66000277,0.6740755,0.52737564,0.6605513,0.746775,0.49584103,0.72915006,0.7870082,0.4776079,0.716401,0.8003684,0.5222008,0.85943365,0.7634265,0.49925098,0.8445998,0.8069897,False,False,False,False,False,False,False,False,False,False,False,False
321,6.42,0.51223016,0.5359729,0.8351325,0.47224572,0.54014486,0.6921793,0.53670526,0.63995385,0.88211787,0.4955437,0.6148763,0.6601852,0.5002781,0.6927309,0.6902419,0.48756948,0.6763437,0.7759596,0.55659586,0.65184987,0.86172426,0.5253432,0.65712565,0.7745781,0.49518698,0.72604823,0.7365251,0.47865307,0.7200629,0.83769673,0.5227117,0.858656,0.8893691,0.498661,0.8436733,0.7706796,False,False,False,False,False,False,False,False,False,False,False,False
322,6.44,0.51081645,0.53384024,0.8703561,0.47091782,0.53534454,0.8023687,0.5345814,0.6387917,0.7988246,0.49357235,0.61310077,0.7235231,0.49817422,0.69358146,0.65255785,0.48695225,0.6770667,0.8208932,0.5572327,0.65095204,0.80881447,0.52405494,0.654571,0.6603336,0.4942405,0.72752106,0.63848996,0.4782446,0.71912307,0.8334951,0.52183783,0.8585606,0.7383346,0.4992481,0.84556824,0.76129633,False,False,False,False,False,False,False,False,False,False,False,False
323,6.46,0.5102743,0.53034073,0.8752699,0.46881792,0.5297928,0.7608711,0.53313494,0.6351321,0.84980893,0.49234995,0.609672,0.621612,0.49772495,0.69249666,0.70770246,0.48639044,0.6744685,0.8273663,0.5563279,0.64745677,0.8397054,0.5239636,0.6517484,0.6157862,0.49417117,0.7286982,0.7463836,0.4780024,0.7189979,0.8052985,0.5215219,0.85987425,0.91457134,0.49941075,0.8450962,0.76252085,False,False,False,False,False,False,False,False,False,False,False,False
324,6.48,0.50971484,0.5249794,0.8885822,0.4682024,0.52580136,0.847447,0.5299037,0.6330599,0.7711452,0.49065727,0.60789734,0.6884845,0.4963691,0.6908756,0.6905958,0.48567975,0.67313254,0.80605966,0.55554396,0.6430984,0.8331126,0.5229205,0.64743686,0.6000138,0.49521744,0.7263176,0.78709704,0.47923815,0.7201126,0.7684151,0.520593,0.86034,0.8900954,0.4983916,0.8431582,0.6839221,False,False,False,False,False,False,False,False,False,False,False,False
325,6.5,0.50963086,0.5201449,0.7122459,0.46797955,0.52299434,0.69020015,0.52798504,0.628898,0.8415515,0.48853743,0.60558426,0.7783765,0.49596128,0.6890798,0.7533865,0.48423854,0.67390364,0.71257025,0.5536902,0.642382,0.6955446,0.52014816,0.6438571,0.6926703,0.49358127,0.73359597,0.6953832,0.47917917,0.7265138,0.68247396,0.5205514,0.8588867,0.94052035,0.49805644,0.84368634,0.73370105,False,False,False,False,False,False,False,False,False,False,False,False
326,6.52,0.5087767,0.5148222,0.8372963,0.46777678,0.5180661,0.8636306,0.52549285,0.62524164,0.8285474,0.48674062,0.5991487,0.72146654,0.49565288,0.68743557,0.71522206,0.48355573,0.6698287,0.6833738,0.5521933,0.64200103,0.9018123,0.517801,0.64195806,0.6897144,0.491401,0.73694783,0.6634179,0.4776583,0.728343,0.62216455,0.5205604,0.85892415,0.9161675,0.49725333,0.8431179,0.78637797,False,False,False,False,False,False,False,False,False,False,False,False
327,6.54,0.5096744,0.50628775,0.7466441,0.46768606,0.51461047,0.74547637,0.52252895,0.6194141,0.866038,0.4851573,0.5991647,0.7295901,0.49400553,0.6869881,0.7314393,0.48164165,0.67221004,0.64791757,0.5499391,0.63763565,0.8753039,0.51591337,0.63972104,0.6084226,0.4904209,0.73493797,0.83923656,0.4773852,0.7287857,0.7011963,0.5199493,0.8604477,0.8944004,0.4977283,0.84546196,0.79715884,False,False,False,False,False,False,False,False,False,False,False,False
328,6.56,0.50871736,0.4996708,0.84253347,0.46714097,0.50974715,0.8485578,0.519783,0.61629754,0.63933367,0.4848708,0.59734416,0.7607062,0.49327284,0.6862754,0.6369679,0.48162207,0.67156184,0.8236139,0.54837364,0.63369685,0.8576538,0.5137714,0.6367061,0.6145486,0.4893957,0.7339622,0.7124126,0.47686937,0.73079765,0.6128718,0.5208766,0.8602763,0.91822946,0.49729797,0.8451876,0.9047728,False,False,False,False,False,False,False,False,False,False,False,False
329,6.58,0.50960976,0.494681,0.71378464,0.46631795,0.50009674,0.6236674,0.51822597,0.6108807,0.67894334,0.48162085,0.5920476,0.83160836,0.49151337,0.6844662,0.71512187,0.48017365,0.67246175,0.81352115,0.5469171,0.62871695,0.8432657,0.51362824,0.63246584,0.6639405,0.49198478,0.7349532,0.6180593,0.47777387,0.7309775,0.6421413,0.5209473,0.85865986,0.91959864,0.4974699,0.84451985,0.815835,False,False,False,False,False,False,False,False,False,False,False,False
330,6.6,0.5094105,0.48840287,0.7701246,0.4663505,0.49678186,0.8300418,0.5168621,0.6031522,0.61837137,0.48011452,0.5864293,0.79982173,0.4911073,0.67903334,0.7749239,0.4790105,0.6686312,0.8174779,0.54522103,0.62545705,0.8808461,0.51286596,0.6300302,0.7121133,0.4917548,0.73415935,0.82028824,0.47490814,0.732389,0.73432004,0.5209835,0.85790133,0.9159863,0.49853438,0.84326756,0.8780974,False,False,False,False,False,False,False,False,False,False,False,False
331,6.62,0.5100759,0.48288223,0.86490417,0.46567485,0.49375328,0.866702,0.5153906,0.59696215,0.89012533,0.47798634,0.5820783,0.820497,0.49126574,0.6760428,0.8206622,0.478555,0.66453564,0.66616446,0.5443112,0.62284213,0.9202892,0.511421,0.62661403,0.69960123,0.49088433,0.73166585,0.86049825,0.474634,0.7307998,0.7828587,0.5211136,0.85887825,0.9012273,0.49806416,0.8438791,0.8418454,False,False,False,False,False,False,False,False,False,False,False,False
332,6.64,0.5108253,0.47801727,0.7228526,0.4652355,0.48667517,0.86842835,0.51299244,0.59157014,0.8709365,0.47833422,0.5777112,0.70701253,0.4896389,0.67340314,0.80907136,0.47669116,0.6621065,0.6921224,0.5419412,0.6177691,0.8627701,0.50763184,0.6236987,0.7028399,0.4907875,0.7330502,0.64749736,0.4739817,0.7298645500000001,0.579436,0.5217094,0.85902786,0.93666273,0.49822673,0.8451988,0.7204333,False,False,False,False,False,False,False,False,False,True,False,False
333,6.66,0.5103707,0.47228792,0.8614372,0.4659223,0.47978917,0.8159405,0.5123414,0.584894,0.6943639,0.4778264,0.5690819,0.7073288,0.48963314,0.6681651,0.77074784,0.47553036,0.6549939,0.6172138,0.5411606,0.6120444,0.8734064,0.50829,0.6167748,0.63597226,0.4918062,0.7309319,0.9213733,0.4733294,0.7289293,0.7725525,0.5231687,0.8600045,0.85694534,0.4989312,0.8434604,0.8180214,False,False,False,False,False,False,False,False,False,False,False,False
334,6.68,0.51022756,0.46369997,0.83122784,0.4657822,0.47153732,0.7601563,0.5115053,0.577383,0.68428576,0.47854486,0.5633724,0.7689809,0.48933846,0.6608463,0.70613015,0.4755167,0.64897114,0.70213646,0.53880006,0.60741484,0.86792195,0.5064201,0.6128212,0.70758206,0.49208087,0.7331276,0.6510004,0.4739918,0.7288355,0.8480866,0.52214694,0.8612865,0.8941532,0.49831823,0.8425759,0.8190367,False,False,False,False,False,False,False,False,False,False,False,False
335,6.7,0.5110988,0.45719,0.7052027,0.46608874,0.4624749,0.6811583,0.5110075,0.5703829,0.72147983,0.47674593,0.556695,0.75925565,0.48882997,0.6558647,0.6883645,0.47504443,0.64404273,0.7193622,0.53745663,0.6041221,0.8669073,0.50448495,0.609793,0.71949524,0.49287367,0.7331963,0.8789012,0.47451258,0.72930217,0.7843037,0.52205974,0.8585379,0.76371026,0.49752304,0.8415681,0.85775614,False,False,False,False,False,False,False,False,False,False,False,False
336,6.72,0.509924,0.4499594,0.8038566,0.46810377,0.4555255,0.7330151,0.5114216,0.56297314,0.72532445,0.4768085,0.55202895,0.84981257,0.4882844,0.64664143,0.7235253,0.47589943,0.6351521,0.82228404,0.5334475,0.60002095,0.83852506,0.50141066,0.6031145,0.793164,0.49057353,0.7313212,0.83398557,0.47356018,0.7304387,0.8115745,0.5212686,0.85958344,0.9337439,0.49853775,0.8421582,0.8073981,False,False,False,False,False,False,False,False,False,False,False,False
337,6.74,0.5103712,0.4421879,0.74666476,0.46742216,0.44951785,0.81771576,0.5107539,0.5546934,0.85557425,0.4755363,0.5453725,0.8289337,0.48759574,0.63648766,0.61410934,0.47361705,0.626656,0.63493824,0.53178805,0.5936895,0.9273599,0.5004421,0.5960349,0.7841036,0.48986608,0.73109436,0.7644397,0.4753561,0.73094416,0.79004335,0.5212489,0.858334,0.7860233,0.4997471,0.84316677,0.88100255,False,False,False,False,False,False,False,False,False,False,False,False
338,6.76,0.51024306,0.43749765,0.74756294,0.46764797,0.44364303,0.9034938,0.51047695,0.5467082,0.8943395,0.4743844,0.53841126,0.86568373,0.4880698,0.6280834,0.62881875,0.4741272,0.6190571,0.7843729,0.53005147,0.58920634,0.92271155,0.49930865,0.5907903,0.7033828,0.4921756,0.73051035,0.86596566,0.47697756,0.7279904,0.77675956,0.5215058,0.85985553,0.8714673,0.4977998,0.84597105,0.80536586,False,False,False,False,False,False,False,False,False,False,False,False
339,6.78,0.51102763,0.43047225,0.82727623,0.46765232,0.43718332,0.8441977,0.5116425,0.538805,0.69191897,0.47297028,0.5315122,0.8482719,0.48925635,0.6222306,0.65732527,0.47487685,0.61326545,0.67178386,0.5298151,0.5836204,0.8337679,0.49974155,0.587225,0.7176536,0.49149248,0.72767854,0.6749865,0.47664285,0.72627005,0.5931518,0.5209841,0.8552931,0.7284897,0.49732432,0.8394139,0.86954343,False,False,False,False,False,False,False,False,False,True,False,False
340,6.8,0.51100177,0.42460608,0.8303389,0.46878713,0.43209296,0.8795222,0.51259375,0.5327404,0.8116624,0.47223154,0.52695537,0.8575755,0.48961163,0.6165476,0.7048018,0.47390372,0.607979,0.6359606,0.5286569,0.5794759,0.72324795,0.49783555,0.5833077,0.7421029,0.49339646,0.72889006,0.7688471,0.47630814,0.7245497,0.6105143,0.5218207,0.85698265,0.8585103,0.4982446,0.8417935,0.77799344,False,False,False,False,False,False,False,False,False,False,False,False
341,6.82,0.512195,0.41945007,0.73908997,0.4692933999999999,0.425711795,0.5934374,0.51447445,0.5273388,0.872206,0.47041926,0.52150595,0.8203944,0.48950347,0.61222506,0.6967915,0.4720297,0.6023503,0.6557412,0.52715033,0.5755735,0.819365,0.49635124,0.57845014,0.72685534,0.49508294,0.7249927,0.8533405,0.47816244,0.72343385,0.8138061,0.52080536,0.852572,0.6026465,0.49928266,0.8417447,0.86100763,False,True,False,False,False,False,False,False,False,False,False,False
342,6.84,0.5124261,0.41471,0.8138328,0.46979967,0.41933063,0.64615875,0.5145267,0.5225896,0.7596909,0.46857014,0.517316,0.777717,0.489988745,0.6070653500000001,0.5471217,0.47039083,0.5972015,0.6532389,0.52335423,0.57479644,0.8176674,0.49184352,0.57442605,0.7471453,0.49671352,0.72659796,0.80741453,0.4780899,0.7231332,0.67067295,0.5204008,0.8578268,0.774517,0.49979916,0.841453,0.8124398,False,False,False,False,True,False,False,False,False,False,False,False
343,6.86,0.51211876,0.4076007,0.86294526,0.4713885,0.41408098,0.6819973,0.51511353,0.5171173,0.8960054,0.46928856,0.51257384,0.80373716,0.49047402,0.60190564,0.76693517,0.46928158,0.5900442,0.82532275,0.51912826,0.57151234,0.77129745,0.48821864,0.57120645,0.75986624,0.49818203,0.7229662,0.8490495,0.4776874,0.72135293,0.8643896,0.5199371,0.85566485,0.8410553,0.49945074,0.8397001,0.8792416,False,False,False,False,False,False,False,False,False,False,False,False
344,6.88,0.51287574,0.40413356,0.8772446,0.47217724,0.41056433,0.687994,0.51531655,0.513159,0.87976295,0.47021136,0.50957674,0.74971014,0.48915815,0.59801024,0.70137084,0.46809775,0.58324856,0.7480014,0.5174344,0.5732735,0.8663327,0.48766977,0.5756215,0.6823675,0.50035673,0.7263213,0.8852673,0.48064595,0.723257,0.8165389,0.5223914,0.8589258,0.84681135,0.49868876,0.84112775,0.725515,False,False,False,False,False,False,False,False,False,False,False,False
345,6.9,0.51307446,0.40244126,0.64749825,0.47220314,0.41083473,0.8472136,0.5168197,0.51225406,0.8707355,0.47264397,0.506773,0.7004966,0.48874196,0.5968161,0.6791823,0.46748325,0.58134854,0.7287952,0.5181514,0.5674706,0.75072575,0.48712873,0.57037836,0.74791145,0.5004495,0.7230003,0.6709023,0.4806822,0.7193157,0.88393533,0.52173704,0.8597232,0.85185564,0.4994357,0.84022117,0.8392215,False,False,False,False,False,False,False,False,False,False,False,False
346,6.92,0.51427096,0.3980511,0.86385906,0.4726871,0.40763137,0.80685544,0.5159987,0.5096042,0.9049451,0.472009185,0.505775635,0.55531347,0.48882145,0.5934158,0.71983904,0.46605664,0.579395,0.7568084,0.51546746,0.57267207,0.8564828,0.48508692,0.57506454,0.691657,0.5016388,0.72367203,0.75740814,0.48186794,0.7211136,0.69445306,0.52193075,0.8602104,0.8735045,0.4993439,0.8393599,0.850404,False,False,False,True,False,False,False,False,False,False,False,False
347,6.94,0.5135478,0.39796627,0.8798542,0.47216016,0.40809473,0.8834613,0.51554936,0.50757784,0.7448935,0.4713744,0.50477827,0.72706485,0.48953265,0.5912652,0.72998774,0.46692505,0.5793809,0.75993615,0.51462907,0.56796646,0.7674321,0.48209676,0.5706251,0.7274461,0.5022372,0.7227199,0.8284806,0.48361185,0.721186,0.82156855,0.5218305,0.8571303,0.78028023,0.49924952,0.84172106,0.853512,False,False,False,False,False,False,False,False,False,False,False,False
348,6.96,0.51406395,0.3972025,0.864782,0.47094563,0.40672958,0.63706094,0.51606333,0.5056779,0.85461926,0.4717433125,0.5031289775,0.5536251,0.48982513,0.58812886,0.68682945,0.4668288,0.57618576,0.63956445,0.5136163,0.56652176,0.8125477,0.480944,0.5694225,0.7802974,0.50105286,0.72068256,0.7175873,0.48320115,0.7183752,0.82394797,0.52126014,0.8550879,0.8897081,0.49856424,0.8392679,0.6454694,False,False,False,True,False,False,False,False,False,False,False,False
349,6.98,0.51392496,0.3966269,0.7074587,0.473125,0.4067946,0.86105156,0.516284,0.5052714,0.8697033,0.472112225,0.501479685,0.52988726,0.48955175,0.5904576,0.6791181,0.46600804,0.57763946,0.65278727,0.5128193,0.5666422,0.81873786,0.48018926,0.5693576,0.7780665,0.5023859,0.71936846,0.80842537,0.48287183,0.7165265,0.7916586,0.5216783,0.8534398,0.89043707,0.49838668,0.8416968,0.8050237,False,False,False,True,False,False,False,False,False,False,False,False
350,7.0,0.513167,0.3953785,0.7162965,0.473723,0.4059591,0.88698554,0.5165359,0.5051298,0.88954633,0.4724811375,0.4998303925,0.56629235,0.48979387,0.5889722,0.773462,0.46376646,0.5727644,0.78003705,0.5120122,0.56807405,0.8332974,0.47839513,0.57045734,0.7761659,0.50303066,0.71873266,0.8488984,0.48182505,0.71814054,0.6712285,0.5210274,0.8552595,0.8655107,0.49777156,0.84201294,0.77517456,False,False,False,True,False,False,False,False,False,False,False,False
351,7.02,0.5138686,0.39498222,0.79949355,0.47406515,0.40529677,0.8706768,0.5163366,0.5044388,0.8941553,0.47285005,0.4981811,0.6106626,0.49170625,0.5868863,0.7820115,0.46278885,0.57374173,0.8003153,0.5105078,0.5684155,0.7996073,0.47637793,0.5708655,0.74442726,0.5023791,0.7190847,0.84599286,0.48276958,0.71721554,0.721632,0.52220225,0.8542638,0.8358261,0.4983663,0.842045,0.86313444,False,False,False,False,False,False,False,False,False,False,False,False
352,7.04,0.51435846,0.39434883,0.76864094,0.4740814,0.40459192,0.7802174,0.5163008,0.5031312,0.8497511,0.472442505,0.49822758,0.5891592,0.491631425,0.5904074500000001,0.592293,0.46378943,0.571811,0.68660194,0.50907034,0.5706216,0.81868774,0.4749198,0.5716269,0.7628742,0.5028232,0.7196222,0.68263084,0.4830302,0.71570075,0.73982656,0.5212174,0.8560946,0.7595533,0.49720183,0.8407447,0.8655321,False,False,False,True,True,False,False,False,False,False,False,False
353,7.06,0.51281774,0.3950314,0.93299514,0.47372168,0.4039266,0.81289035,0.5159785,0.50362027,0.8865938,0.47203496,0.49827406,0.62146187,0.4915566,0.5939286,0.72931635,0.46332943,0.5736118,0.78279066,0.508517,0.5692754,0.78098506,0.47535172,0.5695724,0.79361564,0.50289184,0.71967226,0.7653154,0.48348323,0.71477973,0.7214266,0.5195204,0.8551447,0.8649177,0.49749756,0.83910406,0.7632107,False,False,False,False,False,False,False,False,False,False,False,False
354,7.08,0.5132426,0.39315653,0.7751555,0.4742977,0.40454102,0.8604274,0.5156253,0.5042501,0.85300606,0.4720833,0.4983567144444444,0.5915063,0.49247256,0.593551,0.75774616,0.4632166,0.5738012,0.7687342,0.5066114,0.5714844,0.8200338,0.47459373,0.5711534,0.8049103,0.5031908,0.72090966,0.7948363,0.48334447,0.7167234,0.721786,0.52010864,0.85574377,0.86657053,0.49657857,0.8402012,0.8146418,False,False,False,True,False,False,False,False,False,False,False,False
355,7.1,0.5131152,0.39516693,0.6207236,0.47459742,0.402174,0.83866674,0.51504916,0.50518245,0.8815994,0.47213164,0.4984393688888889,0.50175864,0.4949678,0.5952098,0.71867394,0.46212614,0.5752333,0.8198545,0.5067483,0.56807077,0.7711481,0.47475567,0.5685113,0.77925706,0.50352067,0.7183504,0.82359254,0.48320213,0.71601796,0.63084805,0.51899284,0.85368544,0.68701917,0.49858597,0.8376394,0.7877824,False,False,False,True,False,False,False,False,False,False,False,False
356,7.12,0.51352733,0.39408302,0.8341865,0.47514787,0.40411994,0.88497573,0.51504266,0.50515455,0.8406018,0.47217998,0.4985220233333333,0.5373494,0.49501,0.5946775,0.7296262,0.46198335,0.5767863,0.75730246,0.50527793,0.5718882,0.82975596,0.4745865,0.5713171,0.82131916,0.5034369,0.7207586,0.8679374,0.48417976,0.7205231,0.7741989,0.5202435,0.8552082,0.85836315,0.49931037,0.83984303,0.85022134,False,False,False,True,False,False,False,False,False,False,False,False
357,7.14,0.5136678,0.39618215,0.7063963,0.47468483,0.40478382,0.8800823,0.5145722,0.5053661,0.88203776,0.47222832,0.4986046777777778,0.54042304,0.4962262,0.5955411,0.63062656,0.4617392,0.57564664,0.84313667,0.5053315,0.57109064,0.80077326,0.47368082,0.5720014,0.82772905,0.50332385,0.72076046,0.8890504,0.48373863,0.7202391,0.7800018,0.52094907,0.85432076,0.8864677,0.4995135,0.8418748,0.882875,False,False,False,True,False,False,False,False,False,False,False,False
