frame,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,left_elbow_angle,right_elbow_x,right_elbow_y,right_elbow_confidence,right_elbow_angle,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,left_hip_angle,right_hip_x,right_hip_y,right_hip_confidence,right_hip_angle,left_knee_x,left_knee_y,left_knee_confidence,left_knee_angle,right_knee_x,right_knee_y,right_knee_confidence,right_knee_angle,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
0,0.544934868812561,0.5081104040145874,0.5806297659873962,0.4889138340950012,0.5131841897964478,0.547964870929718,0.543849527835846,0.5610121488571167,0.4669809937477112,2.554672955616193,0.4754338562488556,0.5611016750335693,0.3810626864433288,3.0797802406380232,0.5219051837921143,0.5925819873809814,0.3046332597732544,0.4671992361545563,0.5992832183837891,0.4200955033302307,0.5451003909111023,0.5948783159255981,0.3751108944416046,2.4185617720817265,0.5064464807510376,0.5927974581718445,0.4732706546783447,1.9224014951583601,0.5185725092887878,0.6250559687614441,0.1883888393640518,2.3922258375827155,0.470556765794754,0.6157190799713135,0.2905941605567932,2.0520651192644572,0.5206398367881775,0.698232889175415,0.3601680696010589,0.4775080382823944,0.6953259706497192,0.340892881155014
1,0.5447693467140198,0.5080190300941467,0.5862767696380615,0.4888912439346313,0.5133496522903442,0.5469100475311279,0.543512225151062,0.5608363151550293,0.4634750485420227,2.5572378290304343,0.4753495454788208,0.5612891316413879,0.3836837708950043,3.0817518910065673,0.5216333866119385,0.5922636985778809,0.302261084318161,0.4670936167240143,0.5990117788314819,0.418820172548294,0.5451121926307678,0.5949966907501221,0.3779307603836059,2.403737121105038,0.506507158279419,0.59288090467453,0.4733400344848633,1.9140400186384146,0.5181900262832642,0.6248441934585571,0.1846778839826584,2.378694553558072,0.4703473150730133,0.6156128644943237,0.2877146899700165,2.0424145635007767,0.5203081369400024,0.6979015469551086,0.3631114065647125,0.4774643182754516,0.6948283910751343,0.3451807498931885
2,0.544623851776123,0.5078563690185547,0.5860077738761902,0.4888985455036163,0.5130065083503723,0.5510675311088562,0.5428632497787476,0.5612145066261292,0.4620467722415924,2.5708950991121404,0.4773836731910705,0.561467170715332,0.3797061145305633,3.1080835713444173,0.5213454365730286,0.5924198627471924,0.2991425693035126,0.4670972824096679,0.5991033315658569,0.4161418676376343,0.5441089272499084,0.594935417175293,0.3675291836261749,2.4304963105652964,0.5059749484062195,0.592460572719574,0.4755126535892486,1.9341227533748635,0.5178164839744568,0.6250945329666138,0.187485322356224,2.398172636432664,0.4701043665409088,0.6157077550888062,0.2871705293655395,2.058624986397249,0.5197411775588989,0.6979538202285767,0.3579230010509491,0.4770094454288482,0.694694459438324,0.3436369001865387
3,0.5450795888900757,0.5074195265769958,0.5708879828453064,0.4888825416564941,0.5126407146453857,0.5537801384925842,0.5435988306999207,0.561137855052948,0.4541436731815338,2.573126659907061,0.4771179854869842,0.5611743330955505,0.3828345835208893,3.121254302880573,0.5220125913619995,0.5929611325263977,0.2971199750900268,0.467022180557251,0.5994097590446472,0.4206641316413879,0.5438096523284912,0.5946011543273926,0.3569333851337433,2.451254336399583,0.5052944421768188,0.591546893119812,0.484141081571579,1.959761941212698,0.5180544853210449,0.6248762011528015,0.186299055814743,2.417189986458922,0.4703656733036041,0.6151382923126221,0.2862584292888641,2.08507567468845,0.5194895267486572,0.6984632015228271,0.3651114404201507,0.4767495691776275,0.6950122714042664,0.3519520759582519
4,0.5449920892715454,0.5077562928199768,0.5768476724624634,0.488458514213562,0.5127153396606445,0.5588555335998535,0.5432614088058472,0.5616074204444885,0.4558452367782593,2.5476749782507655,0.4746967256069183,0.5611995458602905,0.3877599239349365,3.062739397450848,0.5192043781280518,0.5948778986930847,0.3107678294181824,0.4669648706912994,0.5997950434684753,0.4197064042091369,0.5448371767997742,0.5932789444923401,0.4027360081672668,2.308137351334394,0.504587709903717,0.5912038087844849,0.4865968823432922,1.9765174209029661,0.510690450668335,0.6241791844367981,0.2590738832950592,2.2212134557209766,0.4698402881622314,0.6154066324234009,0.2861119508743286,2.106088209623614,0.5170645117759705,0.6988880634307861,0.3453806042671203,0.4757204353809356,0.6956971883773804,0.3498337566852569
5,0.5443809628486633,0.5074470043182373,0.5865145325660706,0.4883647561073303,0.5121210217475891,0.5635060667991638,0.5426563620567322,0.5610947608947754,0.4582355916500091,2.5870255838237006,0.4772830009460449,0.5604138970375061,0.3576915562152862,3.1091652125693576,0.5214634537696838,0.5929738283157349,0.3003679811954498,0.4669617712497711,0.5995283126831055,0.4166333377361297,0.5431799292564392,0.5918391942977905,0.3931788206100464,2.352163446226614,0.5034927129745483,0.5899633765220642,0.4798063933849334,2.0133638885643235,0.5100346803665161,0.6237954497337341,0.2662351131439209,2.2413846338012706,0.4693177938461303,0.6151179671287537,0.2860503792762756,2.116708732889322,0.5172529816627502,0.6983267068862915,0.3458314538002014,0.4764108657836914,0.6949625015258789,0.3431010544300079
6,0.5440040826797485,0.5079770684242249,0.6047601699829102,0.4884891510009765,0.5121565461158752,0.5708222389221191,0.5424970388412476,0.5611950755119324,0.4631970524787903,2.5469444736216396,0.476935863494873,0.5593776106834412,0.3681396245956421,3.1290060865716205,0.5183810591697693,0.594764769077301,0.3040909767150879,0.4666396975517273,0.5992781519889832,0.4186067879199981,0.5426291227340698,0.5920687913894653,0.4049451351165771,2.377464328858176,0.5029311180114746,0.5898965001106262,0.4687794744968414,2.0378487258951936,0.5105905532836914,0.6244242191314697,0.268855482339859,2.2616691691912627,0.4696055948734283,0.6152691841125488,0.2867652773857116,2.1303326604308745,0.5179154872894287,0.6978387236595154,0.3622228801250458,0.4767919480800628,0.6938527226448059,0.3343930840492248
7,0.543968915939331,0.5082575082778931,0.605607271194458,0.4887709617614746,0.5128868818283081,0.5644047260284424,0.5422467589378357,0.5615658164024353,0.47771817445755,2.5587732858307173,0.4746791422367096,0.5605941414833069,0.3784985244274139,3.109556588634226,0.5186439752578735,0.5949711203575134,0.3063660264015198,0.4651495814323425,0.5971248149871826,0.3744235336780548,0.5440580248832703,0.5920165777206421,0.3909585475921631,2.327973361922444,0.5039714574813843,0.5902458429336548,0.4894685745239258,2.0148668372732335,0.5103616714477539,0.6239306926727295,0.2635029256343841,2.222311400702706,0.4697663486003876,0.615611732006073,0.2928199768066406,2.117420148335752,0.5183817148208618,0.6987913846969604,0.3549306988716125,0.4770766496658325,0.6953107714653015,0.3340897858142853
8,0.5439910888671875,0.5086265802383423,0.6105685830116272,0.4885090887546539,0.5132091641426086,0.5624765157699585,0.5421820878982544,0.5622358918190002,0.4918850660324096,2.543281688666181,0.4772795736789703,0.5603981018066406,0.3682122230529785,3.043961544066069,0.5180878043174744,0.5951404571533203,0.3015854954719543,0.4646369218826294,0.5971577167510986,0.3779297173023224,0.5438537001609802,0.5918421745300293,0.392462283372879,2.3353966844323937,0.5040328502655029,0.589923083782196,0.4891939759254455,2.0125685112218403,0.5102127194404602,0.6240056753158569,0.2702190577983856,2.2314131134955004,0.4698514640331268,0.6154489517211914,0.2907153964042663,2.1242497254918575,0.5179499983787537,0.6993507146835327,0.364333301782608,0.47688028216362,0.6951322555541992,0.3334368765354156
9,0.5440534949302673,0.5080130696296692,0.6033754348754883,0.4885550439357757,0.5126126408576965,0.5694202780723572,0.5421229004859924,0.5621106028556824,0.4953631162643432,2.561775662386916,0.4772901535034179,0.5601664781570435,0.3704866468906402,3.1015367311974353,0.5201781988143921,0.5931444764137268,0.2882647812366485,0.466260015964508,0.5996134877204895,0.413077175617218,0.5444294810295105,0.592449426651001,0.3942261934280395,2.303859732118093,0.5046765208244324,0.5901738405227661,0.4873373508453369,1.9986711842674243,0.5096083283424377,0.6240860223770142,0.2768896818161011,2.185259695916511,0.470206469297409,0.6154552102088928,0.2856253683567047,2.125764318213043,0.5191608667373657,0.7013233304023743,0.3877929449081421,0.4764709770679474,0.6957680583000183,0.3390358090400696
10,0.5441184043884277,0.5078985691070557,0.5993485450744629,0.4885239601135254,0.5121302604675293,0.5719763040542603,0.5421083569526672,0.5615603923797607,0.4998016953468323,2.561690955434273,0.4769383668899536,0.5591467618942261,0.3832806050777435,3.11996371900953,0.5195196866989136,0.5933797359466553,0.2868393957614898,0.4662228226661682,0.5989099144935608,0.4179901778697967,0.5424016714096069,0.5919443368911743,0.410054862499237,2.3495398060052453,0.5043963193893433,0.5892183184623718,0.48427215218544,2.0150287454948264,0.5094568729400635,0.6231516003608704,0.2743461728096008,2.2200023063825083,0.4702338874340057,0.6150431632995605,0.2863284051418304,2.1374852809970046,0.5177440643310547,0.6987996697425842,0.3576893806457519,0.4766986966133117,0.6950732469558716,0.3351203203201294
